Customer No.,Exposure at Default,Recovery,Probability of Default,Recovered Money
7495,4.41,16.21,0.0003,0.714861
7496,13.94,11.73,0.0004,1.635162
7497,20,12.45,0.0078,2.49
7498,8.47,35.24,0.0025,2.984828
7499,8.98,36.82,0.0058,3.306436
7500,1.54,12.27,0.0025,0.188958
7501,1.97,33.07,0.0064,0.651479
7502,8.21,29.17,0.0033,2.394857
7503,0.73,34.45,0.0042,0.251485
7504,8.24,23.58,0.0061,1.942992
7505,23.16,16.06,0.0083,3.719496
7506,8.53,32.75,0.0023,2.793575
7507,7.07,14.61,0.0024,1.032927
7508,20.2,6.04,0.0015,1.22008
7509,4.02,1.78,0.009,0.071556
7510,8.41,37.7,0.0056,3.17057
7511,2.26,39.07,0.0071,0.882982
7512,0.99,23.09,0.0041,0.228591
7513,0.92,10,0.0002,0.092
7514,12.18,14.26,0.0036,1.736868
7515,3.55,8.89,0.0056,0.315595
7516,4.38,24.11,0.0015,1.056018
7517,5.77,23.69,0.0098,1.366913
7518,12.16,25.57,0.0016,3.109312
7519,10.99,27.02,0.0051,2.969498
7520,11.49,36.94,0.0009,4.244406
7521,11.69,36.08,0.0025,4.217752
7522,2.21,6.65,0.0025,0.146965
7523,8.2,31.93,0.0014,2.61826
7524,23.58,14.76,0.0019,3.480408
7525,18.82,6.45,0.0043,1.21389
7526,21.74,11.64,0.0089,2.530536
7527,19.52,25.91,0.0038,5.057632
7528,0.3,35.7,0.0085,0.1071
7529,24.68,29.66,0.0003,7.320088
7530,16.87,14.74,0.0064,2.486638
7531,6.67,35.07,0.0081,2.339169
7532,5.53,36.82,0.0045,2.036146
7533,7.68,37.18,0.0049,2.855424
7534,6.51,34.86,0.0012,2.269386
7535,15.88,5.53,0.0012,0.878164
7536,10.79,10.24,0.0084,1.104896
7537,6.92,35.05,0.0024,2.42546
7538,21.77,8.06,0.0071,1.754662
7539,6.14,29.13,0.0069,1.788582
7540,17.82,23.78,0.003,4.237596
7541,2.46,32.27,0.0024,0.793842
7542,23.78,10.99,0.0017,2.613422
7543,13.52,36.85,0.0045,4.98212
7544,4.79,6.95,0.007,0.332905
7545,12.47,6.9,0.0024,0.86043
7546,24.42,12.96,0.0038,3.164832
7547,11.43,33.62,0.0006,3.842766
7548,1.15,28.43,0.001,0.326945
7549,23.68,19.53,0.0071,4.624704
7550,7.94,7.35,0.0086,0.58359
7551,8.6,2.22,0.0028,0.19092
7552,4.56,2.33,0.0056,0.106248
7553,14.99,18.65,0.0083,2.795635
7554,1.88,35.88,0.0089,0.674544
7555,17.52,11.87,0.0041,2.079624
7556,12.87,20.66,0.007,2.658942
7557,12.81,11.66,0.0069,1.493646
7558,24.3,27.22,0.0028,6.61446
7559,1.28,39.9,0.0036,0.51072
7560,13.98,18.11,0.0029,2.531778
7561,10.52,8.74,0.0099,0.919448
7562,9.48,31.84,0.006,3.018432
7563,23.31,9.49,0.0083,2.212119
7564,7.72,38.15,0.0057,2.94518
7565,21.66,4.87,0.0043,1.054842
7566,6.5,39.8,0.0033,2.587
7567,5.03,19.28,0.0056,0.969784
7568,12.23,33.35,0.0056,4.078705
7569,12.96,33.83,0.0041,4.384368
7570,7.71,31.67,0.0038,2.441757
7571,24.67,21.96,0.0093,5.417532
7572,24.23,2.29,0.0049,0.554867
7573,7.39,33.05,0.0026,2.442395
7574,14.55,19.79,0.0057,2.879445
7575,13.32,26.22,0.0017,3.492504
7576,21.89,33.98,0.0055,7.438222
7577,23.85,11.34,0.0047,2.70459
7578,18,12.64,0.0034,2.2752
7579,6.83,1.12,0.0046,0.076496
7580,13.43,28.76,0.0037,3.862468
7581,11.16,5.72,0.0024,0.638352
7582,10.49,9.62,0.002,1.009138
7583,18.83,30.12,0.0006,5.671596
7584,1.09,33.83,0.0038,0.368747
7585,15.25,16.12,0.0051,2.4583
7586,23.14,1,0.0046,0.2314
7587,17.59,0.18,0.0018,0.031662
7588,5.23,11.61,0.0002,0.607203
7589,0.33,6.99,0.0011,0.023067
7590,24.08,1.26,0.0035,0.303408
7591,0.94,6.61,0.0071,0.062134
7592,12.43,19.55,0.0099,2.430065
7593,20.12,5.35,0.0097,1.07642
7594,8.5,32.63,0.0037,2.77355
7595,13.56,28.78,0.0057,3.902568
7596,10.83,30.09,0.0091,3.258747
7597,24.9,24.01,0.0009,5.97849
7598,23.13,21.64,0.0007,5.005332
7599,21.59,13.48,0.0049,2.910332
7600,8.38,17.47,0.0097,1.463986
7601,12.08,8.81,0.0085,1.064248
7602,1.09,37.89,0.0028,0.413001
7603,13.28,16.1,0.0068,2.13808
7604,14.27,11.94,0.005,1.703838
7605,18.89,9.38,0.0086,1.771882
7606,3.38,2.63,0.0066,0.088894
7607,2.84,22.29,0.0015,0.633036
7608,16.14,17.99,0.0089,2.903586
7609,8.06,27.35,0.0024,2.20441
7610,15.83,36.61,0.0047,5.795363
7611,16.55,16.86,0.0008,2.79033
7612,15.53,21.95,0.0051,3.408835
7613,24.71,24.35,0.0062,6.016885
7614,3.08,7.13,0.006,0.219604
7615,10.94,5.54,0.0063,0.606076
7616,8.91,7.24,0.0079,0.645084
7617,1.24,1.55,0.0064,0.01922
7618,14.65,17.77,0.0066,2.603305
7619,7.61,25.93,0.0074,1.973273
7620,23.61,23.38,0.0061,5.520018
7621,19.84,27.85,0.0035,5.52544
7622,4.28,33.15,0.009,1.41882
7623,14.01,39.43,0.0037,5.524143
7624,22.93,19.43,0.0045,4.455299
7625,24.53,30.39,0.0045,7.454667
7626,10.21,12.46,0,1.272166
7627,23.06,12.32,0.0022,2.840992
7628,20.91,30.1,0.0047,6.29391
7629,15.43,34.52,0.0077,5.326436
7630,10.26,20.85,0.0014,2.13921
7631,9.93,7.3,0.0069,0.72489
7632,9.47,25.07,0.0067,2.374129
7633,7.04,18.13,0.0088,1.276352
7634,7.03,24.99,0.0008,1.756797
7635,24.57,5.35,0.0024,1.314495
7636,10.97,1.75,0.0086,0.191975
7637,11.03,7.11,0.0054,0.784233
7638,9.99,7.03,0.0083,0.702297
7639,9.68,21.01,0.0013,2.033768
7640,8.33,20.91,0.0008,1.741803
7641,14.78,19.37,0.0037,2.862886
7642,15.97,27.27,0.0003,4.355019
7643,0.42,39.39,0.0015,0.165438
7644,16.23,34.36,0.0065,5.576628
7645,3.21,30.69,0.0038,0.985149
7646,4.36,20.76,0.004,0.905136
7647,14.33,2.16,0.0091,0.309528
7648,23.01,20.54,0.0046,4.726254
7649,17.31,36.17,0.0036,6.261027
7650,11.63,9.94,0.0088,1.156022
7651,8.9,1.04,0.0023,0.09256
7652,13.04,27.16,0.0013,3.541664
7653,4.99,13.35,0.0077,0.666165
7654,22.81,13.29,0.0033,3.031449
7655,11.66,1.12,0.008,0.130592
7656,11.97,23.05,0.0025,2.759085
7657,13.94,23.23,0.0034,3.238262
7658,2.1,1.89,0.0074,0.03969
7659,13.55,32.99,0.0084,4.470145
7660,24.84,20.53,0.0067,5.099652
7661,14.32,3.45,0.0092,0.49404
7662,14.62,37.19,0.0069,5.437178
7663,14.2,5.7,0.0089,0.8094
7664,13.69,1.8,0.0029,0.24642
7665,16.59,37.85,0.0024,6.279315
7666,12.97,17.17,0.0064,2.226949
7667,12.28,0.82,0.0055,0.100696
7668,19.8,6.8,0.0066,1.3464
7669,17.44,22.73,0.0052,3.964112
7670,7.38,8.85,0.0085,0.65313
7671,1.85,31.35,0.0025,0.579975
7672,21.23,37.51,0.0004,7.963373
7673,4.99,29.71,0.0022,1.482529
7674,19.02,14.54,0.0098,2.765508
7675,4.13,26.62,0.009,1.099406
7676,10.16,14.27,0.0029,1.449832
7677,7.01,26.55,0.0001,1.861155
7678,17.25,0.16,0.006,0.0276
7679,10.66,4.81,0.0043,0.512746
7680,11.54,38.68,0.0063,4.463672
7681,16.85,17.67,0.0095,2.977395
7682,4.07,2.67,0.0095,0.108669
7683,20.96,14.74,0.0093,3.089504
7684,21.63,12.66,0.0096,2.738358
7685,23.26,36.67,0.0027,8.529442
7686,16.23,21.86,0.0037,3.547878
7687,12.69,26.17,0.0027,3.320973
7688,21.9,26.56,0.0002,5.81664
7689,0.51,38.75,0.0024,0.197625
7690,20.78,28.59,0.0036,5.941002
7691,23.37,15.66,0.0048,3.659742
7692,3.32,27.68,0.0086,0.918976
7693,8.7,22.48,0.0058,1.95576
7694,14.11,24.94,0.0066,3.519034
7695,22.63,22.21,0.0049,5.026123
7696,6.54,28.87,0.004,1.888098
7697,23.45,29.9,0.0029,7.01155
7698,10.35,20.09,0.0078,2.079315
7699,2.17,23.86,0.0059,0.517762
7700,20.95,31.58,0.0043,6.61601
7701,11.33,16.2,0.0092,1.83546
7702,1.98,29.87,0.006,0.591426
7703,19.83,20.89,0,4.142487
7704,3.81,25.31,0.0082,0.964311
7705,13.91,23.9,0.0099,3.32449
7706,16.87,23.9,0.0015,4.03193
7707,22.27,38.42,0.0057,8.556134
7708,5.03,28.99,0.0064,1.458197
7709,14.99,14.76,0.0086,2.212524
7710,14.65,32.73,0.0053,4.794945
7711,10.37,28.86,0.0034,2.992782
7712,24.94,22.53,0.0097,5.618982
7713,8.23,6.55,0.008,0.539065
7714,18.19,12.04,0.0097,2.190076
7715,14.71,18.99,0.0099,2.793429
7716,21.74,18.94,0.0065,4.117556
7717,18.43,15.36,0.0026,2.830848
7718,23.77,13.63,0.0071,3.239851
7719,18.09,23.97,0.0046,4.336173
7720,10.18,8.38,0.0088,0.853084
7721,10.18,8.34,0.0014,0.849012
7722,4.9,26.27,0.0047,1.28723
7723,1.58,28.64,0.0056,0.452512
7724,22.84,5.14,0.0065,1.173976
7725,1.24,0.37,0.0025,0.004588
7726,23.05,24.85,0.0016,5.727925
7727,3.27,2.38,0.0009,0.077826
7728,22.5,32.34,0.0014,7.2765
7729,15.29,23.66,0.0078,3.617614
7730,9.16,1.26,0.0074,0.115416
7731,11.79,19.05,0.0052,2.245995
7732,9.14,4.29,0.0015,0.392106
7733,18.59,19.96,0.0018,3.710564
7734,2.15,35.56,0.0031,0.76454
7735,23.78,37.35,0.0097,8.88183
7736,9.91,15.04,0,1.490464
7737,6.46,39.7,0.0025,2.56462
7738,13.54,25.53,0.0094,3.456762
7739,14.41,16.27,0.0016,2.344507
7740,14.4,7.63,0.0018,1.09872
7741,3.15,16.61,0.0036,0.523215
7742,5.37,24.71,0.0061,1.326927
7743,0.63,12.07,0.0076,0.076041
7744,9.13,14.68,0.0033,1.340284
7745,17.4,9.54,0.0053,1.65996
7746,9.36,39.82,0.0047,3.727152
7747,10.71,7.02,0.0012,0.751842
7748,3.15,3.23,0.0017,0.101745
7749,10.96,37.81,0.0061,4.143976
7750,21.36,20.77,0.005,4.436472
7751,2.25,21.94,0.0058,0.49365
7752,13.06,9.73,0.0052,1.270738
7753,9.51,24.09,0.0055,2.290959
7754,2.39,35.71,0.0044,0.853469
7755,16.52,36.06,0.0004,5.957112
7756,17.48,9.09,0.0053,1.588932
7757,11.38,32.74,0.001,3.725812
7758,0.08,6.83,0.0054,0.005464
7759,0.63,2.69,0.0055,0.016947
7760,7.93,38.26,0.0012,3.034018
7761,14.94,34.74,0.0044,5.190156
7762,20.03,32.82,0.0023,6.573846
7763,5.35,31.84,0.0006,1.70344
7764,18.12,32.67,0.0067,5.919804
7765,1.13,19.3,0.0055,0.21809
7766,18.89,7.49,0.0015,1.414861
7767,1.02,26.28,0.0077,0.268056
7768,9.51,26.77,0.0055,2.545827
7769,15.84,14.06,0.0004,2.227104
7770,11.36,24.31,0.0012,2.761616
7771,21.74,12.52,0.0047,2.721848
7772,7.94,36.12,0.0069,2.867928
7773,22.1,2.52,0.0083,0.55692
7774,22.36,32.72,0.0032,7.316192
7775,17.21,19.95,0.0058,3.433395
7776,17.13,26.1,0.0054,4.47093
7777,17.64,39.41,0.0085,6.951924
7778,5.88,32.53,0.0089,1.912764
7779,22.85,32.78,0.0089,7.49023
7780,17.66,19.62,0.0082,3.464892
7781,15.14,18.45,0.0071,2.79333
7782,11.32,38.53,0.0074,4.361596
7783,24.42,31.89,0.0075,7.787538
7784,11.37,29.83,0.0047,3.391671
7785,3.04,27.46,0.0012,0.834784
7786,2.36,1.26,0.0013,0.029736
7787,8.58,5.22,0.0074,0.447876
7788,8.82,6.58,0.0006,0.580356
7789,18.75,8.59,0.0027,1.610625
7790,10.86,2.88,0.0024,0.312768
7791,3.09,37.86,0.0021,1.169874
7792,9.32,10.3,0.0039,0.95996
7793,0.28,29.72,0.0077,0.083216
7794,17.27,24.6,0.0086,4.24842
7795,17.12,25.21,0.007,4.315952
7796,12.44,6.55,0.0085,0.81482
7797,11.94,24.93,0.0041,2.976642
7798,16.07,17.7,0.0067,2.84439
7799,1.17,16.65,0.0076,0.194805
7800,24.09,24.03,0.0079,5.788827
7801,14.73,15.67,0.0045,2.308191
7802,17.7,36.05,0.0084,6.38085
7803,13.01,8.21,0.0024,1.068121
7804,2.07,36.86,0.0048,0.763002
7805,19.36,28.1,0.0047,5.44016
7806,17,25.06,0.0014,4.2602
7807,18.87,34.63,0.0057,6.534681
7808,13.02,21.32,0.0011,2.775864
7809,9.15,10.26,0.0007,0.93879
7810,14.54,7.45,0.0021,1.08323
7811,20.13,5.91,0.0067,1.189683
7812,24.26,29.79,0.0092,7.227054
7813,11.71,4.79,0.0082,0.560909
7814,16.77,18.58,0.0047,3.115866
7815,4.61,29.22,0.0056,1.347042
7816,21.49,38.6,0.008,8.29514
7817,6.86,9.74,0.0071,0.668164
7818,11.05,28.41,0.0022,3.139305
7819,1.95,2.37,0.0013,0.046215
7820,0.82,0.98,0.0012,0.008036
7821,18.98,18.56,0.0075,3.522688
7822,0.1,14.59,0.0083,0.01459
7823,12.58,13.81,0.0037,1.737298
7824,3.48,25.83,0.0032,0.898884
7825,13.95,2.5,0.0023,0.34875
7826,12.59,12.9,0.0072,1.62411
7827,17.07,32.04,0.0042,5.469228
7828,22.2,30.8,0.0036,6.8376
7829,15.86,10.24,0.0003,1.624064
7830,8.68,20.71,0.0083,1.797628
7831,2.51,20.42,0.003,0.512542
7832,6.18,19.62,0.005,1.212516
7833,5.99,21.34,0.0082,1.278266
7834,0.63,39.69,0.0023,0.250047
7835,6.76,24.35,0.0083,1.64606
7836,11.76,22.43,0.0028,2.637768
7837,6.75,5.56,0.0065,0.3753
7838,18.69,22.08,0.0043,4.126752
7839,3.03,18.43,0.0006,0.558429
7840,7.02,7.71,0.0082,0.541242
7841,12.1,35.17,0.0099,4.25557
7842,23.08,1.58,0.0014,0.364664
7843,8.48,29.87,0.002,2.532976
7844,23.54,1.83,0.0094,0.430782
7845,21.76,7.12,0.0046,1.549312
7846,13.89,18.94,0.0054,2.630766
7847,5.75,27.5,0.0009,1.58125
7848,10.41,1.84,0.0004,0.191544
7849,23.49,2.99,0.0074,0.702351
7850,4.17,28.39,0.0053,1.183863
7851,2.92,30.72,0.0063,0.897024
7852,5.27,21.3,0.0046,1.12251
7853,3.5,10.96,0.0073,0.3836
7854,6.58,22.5,0.0087,1.4805
7855,10.38,23.12,0.0017,2.399856
7856,8.84,20.41,0.0082,1.804244
7857,19.07,8.87,0.0055,1.691509
7858,0.67,7.17,0.0074,0.048039
7859,17.82,20.4,0.0069,3.63528
7860,13.6,5.82,0.0033,0.79152
7861,10.05,16.1,0.0073,1.61805
7862,7.69,3.57,0.0079,0.274533
7863,10.82,21.82,0.0011,2.360924
7864,16.83,29.89,0.0009,5.030487
7865,2.57,15.72,0.0052,0.404004
7866,10.49,20.17,0.0088,2.115833
7867,17.3,38.32,0.0094,6.62936
7868,3.55,22.13,0.0087,0.785615
7869,2,4,0.0001,0.08
7870,7.44,26.05,0.001,1.93812
7871,13.81,16.3,0.0081,2.25103
7872,11.95,34.84,0.0056,4.16338
7873,0.27,32.54,0.0011,0.087858
7874,11.93,7.7,0.0012,0.91861
7875,13.96,24.93,0.0072,3.480228
7876,24.08,6.14,0.003,1.478512
7877,10.89,7.23,0.0076,0.787347
7878,14.34,34.49,0.0078,4.945866
7879,4.27,4.95,0.0008,0.211365
7880,15.53,4.99,0.0011,0.774947
7881,24.09,38.28,0.0033,9.221652
7882,8.84,31.64,0.0034,2.796976
7883,22.78,14.84,0.002,3.380552
7884,14.92,29.4,0.0038,4.38648
7885,24.56,25.31,0.0012,6.216136
7886,10.12,1.38,0.0025,0.139656
7887,14.4,2.42,0.0088,0.34848
7888,10.63,4.5,0.0048,0.47835
7889,14.98,13.34,0.0055,1.998332
7890,17.53,9.49,0.0009,1.663597
7891,22.43,28.57,0.0019,6.408251
7892,1.8,18.23,0.0042,0.32814
7893,6.82,33.29,0.009,2.270378
7894,21.03,37.6,0.0025,7.90728
7895,11.98,21.37,0.0044,2.560126
7896,9.09,3.25,0.002,0.295425
7897,18.79,1.02,0.0091,0.191658
7898,20.3,29.53,0.0018,5.99459
7899,19.21,23.45,0.0024,4.504745
7900,10.92,2.67,0.0022,0.291564
7901,7.63,16.69,0.0087,1.273447
7902,16.77,23.02,0.0093,3.860454
7903,5.15,22.47,0.0098,1.157205
7904,17.23,21.38,0.0068,3.683774
7905,19.95,5.94,0.0082,1.18503
7906,13.93,29.73,0.0069,4.141389
7907,1.93,2.55,0.0076,0.049215
7908,11.87,4.69,0.0076,0.556703
7909,20.61,6.6,0.0061,1.36026
7910,23.9,3.11,0.0072,0.74329
7911,3.91,22.54,0.0057,0.881314
7912,2.79,3.98,0.0005,0.111042
7913,12.27,14.4,0.0067,1.76688
7914,6.26,30.84,0.0082,1.930584
7915,8.78,22.74,0.0008,1.996572
7916,8.81,1.15,0.0087,0.101315
7917,9.97,16.39,0.0005,1.634083
7918,3.13,8.99,0.0076,0.281387
7919,9.43,32.76,0.0059,3.089268
7920,3.46,3.97,0.0096,0.137362
7921,2.15,15.1,0.0025,0.32465
7922,22.42,35.53,0.0018,7.965826
7923,20.26,28.47,0.0076,5.768022
7924,21.38,32.5,0.0035,6.9485
7925,10.06,18.12,0.0033,1.822872
7926,0.64,33.04,0.0095,0.211456
7927,3.21,2.41,0.0069,0.077361
7928,15.45,10.55,0.0058,1.629975
7929,8.09,10.58,0.0054,0.855922
7930,14.88,37.03,0.0009,5.510064
7931,9.43,2.86,0.0035,0.269698
7932,1.64,26.57,0.0043,0.435748
7933,22.23,12.87,0.0004,2.861001
7934,17.75,2.36,0.0013,0.4189
7935,7.62,26.47,0.0049,2.017014
7936,2.11,13.49,0.0057,0.284639
7937,20.86,8.8,0.009,1.83568
7938,22.31,4.17,0.0098,0.930327
7939,13.07,34.6,0.0089,4.52222
7940,4.45,36.21,0.0023,1.611345
7941,14.49,29.22,0.0005,4.233978
7942,3.49,22.4,0.004,0.78176
7943,14,8.73,0.0072,1.2222
7944,3.3,32.54,0.006,1.07382
7945,19.79,36.1,0.0064,7.14419
7946,10.04,36.77,0.0064,3.691708
7947,13.66,5.58,0.0049,0.762228
7948,21.59,6.36,0.0049,1.373124
7949,9.3,27.38,0.0037,2.54634
7950,23.91,38.87,0.0024,9.293817
7951,2,3.73,0.0043,0.0746
7952,8.79,0.88,0.0056,0.077352
7953,11.46,36.19,0.0031,4.147374
7954,4.44,13.22,0.0072,0.586968
7955,0.37,36.92,0.0001,0.136604
7956,13.77,16.26,0.0055,2.239002
7957,15.14,30.16,0.0031,4.566224
7958,3.3,13.92,0.0038,0.45936
7959,5.36,19.74,0.0051,1.058064
7960,20.92,28.58,0.0074,5.978936
7961,7.18,6.87,0.0037,0.493266
7962,19.24,27,0.0011,5.1948
7963,11.34,33.69,0.0006,3.820446
7964,2.81,35.13,0.0041,0.987153
7965,1.08,1,0.0063,0.0108
7966,15.21,9.22,0.0048,1.402362
7967,4.27,5.02,0.0088,0.214354
7968,13.77,10.97,0.0062,1.510569
7969,1.04,19.63,0.0014,0.204152
7970,1.35,27.04,0.0059,0.36504
7971,11.52,23.6,0.0082,2.71872
7972,21.83,22.74,0.0092,4.964142
7973,25,9.14,0.0084,2.285
7974,15.12,7.43,0.0038,1.123416
7975,9.51,9.77,0.0046,0.929127
7976,19.49,24.2,0.0048,4.71658
7977,12.14,15.83,0.0004,1.921762
7978,22.17,37.08,0.0015,8.220636
7979,7.72,7.57,0.0064,0.584404
7980,8.37,38.96,0.0022,3.260952
7981,5.35,32.6,0.0042,1.7441
7982,21.19,19.28,0.0075,4.085432
7983,17.67,20.23,0.0066,3.574641
7984,10.05,2.15,0.0004,0.216075
7985,23.16,21.48,0.0025,4.974768
7986,2.63,23.88,0.0067,0.628044
7987,21.02,8.39,0.0076,1.763578
7988,23.69,2.51,0.0089,0.594619
7989,15.17,31.47,0.0044,4.773999
7990,23.68,14.19,0.0098,3.360192
7991,12.17,31.97,0.0007,3.890749
7992,12.65,34.32,0.0055,4.34148
7993,8.43,20.64,0.0015,1.739952
7994,1.7,11.87,0.0095,0.20179
7995,19.51,5.85,0.0018,1.141335
7996,1.09,23.83,0.0073,0.259747
7997,13.62,21.85,0.0072,2.97597
7998,1.31,36.61,0.0071,0.479591
7999,14.21,1.58,0.0097,0.224518
8000,7.09,33.01,0.0072,2.340409
8001,3.09,8.62,0.0067,0.266358
8002,11.69,38.88,0.0058,4.545072
8003,5.26,4.65,0.0017,0.24459
8004,14.12,9.31,0.0049,1.314572
8005,18.95,13.36,0.0053,2.53172
8006,5.02,10.23,0.0056,0.513546
8007,4.72,16.21,0.0009,0.765112
8008,22.04,19,0.0039,4.1876
8009,15.35,19.29,0.0032,2.961015
8010,1.46,26.39,0.0055,0.385294
8011,7.8,25.1,0.0085,1.9578
8012,19.28,38.66,0.0073,7.453648
8013,17.28,24.06,0.0098,4.157568
8014,20.6,28.04,0.0008,5.77624
8015,21.96,29.99,0.0084,6.585804
8016,7.67,0.31,0.0018,0.023777
8017,9.99,3.79,0.0002,0.378621
8018,23.53,31.19,0.0004,7.339007
8019,1.5,29.32,0.0065,0.4398
8020,18.78,5.25,0.0016,0.98595
8021,2.88,1.04,0.0058,0.029952
8022,24.52,8.21,0.001,2.013092
8023,10.86,18.47,0.0071,2.005842
8024,2.53,12.47,0.005,0.315491
8025,0.91,6.02,0.0031,0.054782
8026,14.93,9.04,0.0008,1.349672
8027,14.29,37.82,0.0031,5.404478
8028,12,6.03,0.009,0.7236
8029,6.08,29.41,0.0068,1.788128
8030,21.86,25.2,0.007,5.50872
8031,22.05,16.43,0.0046,3.622815
8032,12.37,12.58,0.0064,1.556146
8033,7.4,12.76,0.0087,0.94424
8034,9.3,18.07,0.0052,1.68051
8035,20.49,12.8,0.0073,2.62272
8036,8.08,9.57,0.0029,0.773256
8037,11.73,21.51,0.0039,2.523123
8038,5.92,20.44,0.0096,1.210048
8039,14.12,36.22,0.0093,5.114264
8040,2.41,23.22,0.0071,0.559602
8041,5.96,19.91,0.0034,1.186636
8042,14.53,19.39,0.0036,2.817367
8043,21.54,34.33,0.0049,7.394682
8044,5.84,26.68,0.0031,1.558112
8045,14.26,6.59,0.0058,0.939734
8046,17.56,17.69,0.0072,3.106364
8047,4.95,0.19,0.0033,0.009405
8048,9.27,23.06,0.0074,2.137662
8049,21.36,20.88,0.0062,4.459968
8050,4.07,14.36,0.0055,0.584452
8051,1.61,10.5,0.0017,0.16905
8052,23.8,0.95,0.0025,0.2261
8053,22.35,29.48,0.0012,6.58878
8054,19.11,34.52,0.0024,6.596772
8055,21.32,26.64,0.0067,5.679648
8056,14.9,10.98,0.0093,1.63602
8057,11.23,29.88,0.0081,3.355524
8058,18.38,39.44,0.0076,7.249072
8059,6.87,35.55,0.0004,2.442285
8060,22.94,26.9,0.0046,6.17086
8061,9.17,38.51,0.002,3.531367
8062,11.72,32.93,0.0083,3.859396
8063,5.31,21.25,0.0028,1.128375
8064,23.03,31.08,0.0075,7.157724
8065,19.48,37.8,0.0007,7.36344
8066,7.75,18.66,0.0077,1.44615
8067,5.59,15.65,0.0033,0.874835
8068,17.03,30.03,0.006,5.114109
8069,2.04,3.01,0.0031,0.061404
8070,11.37,10.9,0.0076,1.23933
8071,20.62,35.34,0.0005,7.287108
8072,19,37.82,0.0038,7.1858
8073,19.25,33.72,0.0045,6.4911
8074,2.39,28.41,0.0051,0.678999
8075,20.17,32.88,0.0063,6.631896
8076,16.25,35.44,0.0015,5.759
8077,2.38,12.03,0.0072,0.286314
8078,6.34,14.71,0.0038,0.932614
8079,4.63,7.63,0.0002,0.353269
8080,3.74,25.41,0.0006,0.950334
8081,12.79,3.49,0.0005,0.446371
8082,7.35,7.25,0.0027,0.532875
8083,21.67,13.59,0.0066,2.944953
8084,2.26,12.6,0.0044,0.28476
8085,18.25,20.44,0.0016,3.7303
8086,0.34,25.52,0.0055,0.086768
8087,10.49,29.82,0.0051,3.128118
8088,9.23,18.09,0.0035,1.669707
8089,23.55,7.79,0.0024,1.834545
8090,24.75,4.91,0.0018,1.215225
8091,8.52,16.51,0.006,1.406652
8092,11.16,30.34,0.0006,3.385944
8093,17.48,31.7,0.0015,5.54116
8094,11.31,23.51,0.009,2.658981
8095,24.52,18.93,0.0049,4.641636
8096,14.01,9.15,0.0064,1.281915
8097,15.32,24.76,0.0095,3.793232
8098,14.03,36.99,0.0076,5.189697
8099,20.07,17.31,0.0031,3.474117
8100,15.91,12.38,0.0089,1.969658
8101,12.13,19.15,0.0041,2.322895
8102,16.88,13.09,0.0056,2.209592
8103,16.48,19.57,0.0077,3.225136
8104,5.17,13.46,0.0086,0.695882
8105,13.41,28.61,0.0073,3.836601
8106,17.18,26.96,0.0032,4.631728
8107,8.69,2.21,0.0043,0.192049
8108,18.19,23.06,0.0046,4.194614
8109,17.46,24.84,0.0052,4.337064
8110,15.74,9.1,0.0054,1.43234
8111,11.75,4.71,0.002,0.553425
8112,10.08,9.15,0.0073,0.92232
8113,2.25,35.59,0.0002,0.800775
8114,20.22,21.85,0.0059,4.41807
8115,10.25,15.73,0.0033,1.612325
8116,22.14,18.08,0.0079,4.002912
8117,12.21,24.64,0.0027,3.008544
8118,7.69,30.86,0.0052,2.373134
8119,23.54,25.22,0.0051,5.936788
8120,2.12,8.59,0.0072,0.182108
8121,5.36,34.73,0.0087,1.861528
8122,8.63,8.88,0.0079,0.766344
8123,10.55,7.45,0.0017,0.785975
8124,21.8,7.15,0.0015,1.5587
8125,7.77,20.49,0.0098,1.592073
8126,24.68,9.6,0.0045,2.36928
8127,16.02,6.07,0.0006,0.972414
8128,16.96,13.86,0.0029,2.350656
8129,11.42,15.83,0.0033,1.807786
8130,6.53,19.67,0.0041,1.284451
8131,10.22,10.28,0.0061,1.050616
8132,24.04,39.81,0.0059,9.570324
8133,11.05,7.93,0.0082,0.876265
8134,4.78,8.86,0.0001,0.423508
8135,5.78,13.8,0.0008,0.79764
8136,11.37,9.08,0.0058,1.032396
8137,1.79,2.51,0.0061,0.044929
8138,9.63,9.03,0.0006,0.869589
8139,15.07,39.42,0.0025,5.940594
8140,3.58,22.27,0.0022,0.797266
8141,8.42,36.26,0.0094,3.053092
8142,18.49,30.68,0.0003,5.672732
8143,24.33,14.7,0.0061,3.57651
8144,18.34,3.82,0.0027,0.700588
8145,0.5,19.67,0.0059,0.09835
8146,10.92,28.41,0.0079,3.102372
8147,15.8,9.22,0.0025,1.45676
8148,18.14,38.5,0.0002,6.9839
8149,23.77,16.76,0.0009,3.983852
8150,12.9,26.38,0.0095,3.40302
8151,8.97,37.9,0.0081,3.39963
8152,0.13,20.79,0.0061,0.027027
8153,18.84,11.09,0.0047,2.089356
8154,16.29,30.61,0.0027,4.986369
8155,21.09,36.01,0.0086,7.594509
8156,1.08,21.23,0.0088,0.229284
8157,0.5,25.47,0.003,0.12735
8158,24.81,38.82,0.0016,9.631242
8159,18.57,25.92,0.0064,4.813344
8160,12.67,19.42,0.0033,2.460514
8161,22.89,2.71,0.0052,0.620319
8162,22.23,5.03,0.0041,1.118169
8163,5.35,1.31,0.0076,0.070085
